"ror_nr","ror_unit","ror_plant","region_id","zip","city","street","year","Pinst","efactor","head","total_flow","flo_river_ror","status","company","turbtype","geodbid","river","river_km","level_meter"
"6297","E31254010000000019260101W20000000",,"11010","89231","Neu-Ulm","Am Illerkanal  29","2001","0.58","0.00","0.00","0.00",NULL,"OPR",,,"21580",,"0","19"
"6298","E31254010000000019840401W10000000",,"11010","89250","Senden","Steinle  66","2001","0.18","0.00","0.00","0.00",NULL,"OPR",,,"24200",,"0","19"
"6299","E31254010000000019960701W10000000",,"11010","89250","Senden","Hauptstr. 136","2001","0.74","0.00","0.00","0.00",NULL,"OPR",,,"24200",,"0","19"
"6300","E31254010000000019961009W10000000",,"11010","89250","Senden","Illerwehrstr. 5","2009","0.41","0.00","0.00","0.00",NULL,"OPR",,,"24200",,"0","19"
"6301","E31254010000000019970101W20000000",,"11010","89250","Senden","Auweg FL 812","2001","0.41","0.00","0.00","0.00",NULL,"OPR",,,"24200",,"0","19"
"6302","E312560100000000000000206RE100001",,"11010","86161","Augsburg","Am Eiskanal 50","2012","0.30","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6303","E312560100000000000000419RE100001",,"11010","86153","Augsburg","Fichtelbachstr.3","2012","0.17","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6304","E312560100000000000009098RE100001",,"11010","86153","Augsburg","Proviantbachstr.30","2011","0.40","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6305","E312560100000000000022306RE100001",,"11010","86161","Augsburg","Stauffenbergstr.8","0","0.10","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6306","E312560100000000000035114RE100001",,"11010","86153","Augsburg","Johannes-Haag-Str.25","2008","0.75","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6307","E312560100000000000037044RE100001",,"11010","86179","Augsburg","Ellensindstr.33","0","0.20","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6308","E312560100000000000037055RE100001",,"11010","86159","Augsburg","Schiessstaettenstr.19","2012","0.50","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6309","E312560100000000000037708RE100001",,"11010","86161","Augsburg","BeimDuerrenAst31","2001","0.15","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6310","E312560100000000000037880RE100001",,"11010","86153","Augsburg","Stadtbachstr.9","2012","0.63","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6311","E312560100000000000037883RE100001",,"11010","86153","Augsburg","Riedingerstr.24","2012","0.89","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6312","E312560100000000000039811RE100001",,"11010","86153","Augsburg","Provinostr.52","2011","0.10","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6313","E312560100000000000065971RE100001",,"11010","86179","Augsburg","Martinistr.0/04","0","0.12","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6314","E312560100000000000066781RE100001",,"11010","86157","Augsburg","Eberlestr.28","2009","0.11","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6315","E312560100000000000078846RE100001",,"11010","86150","Augsburg","Pfladergasse11","2010","0.02","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6316","E312560100000000000085205RE100001",,"11010","86153","Augsburg","Wolfzahnau0","2012","1.05","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6317","E312560100000000000099950RE100001",,"11010","86153","Augsburg","Senkelbachstr.29","0","0.42","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6318","E312560100000000000104825RE100001",,"11010","86179","Augsburg","Martinistr.26","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6319","E312560100000000000131505RE100001",,"11010","86153","Augsburg","BerlinerAllee18","2011","0.17","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6320","E312560100000000000132015RE100001",,"11010","86153","Augsburg","BerlinerAllee22","2012","0.09","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6321","E312560100000000000154134RE100001",,"11010","86153","Augsburg","Stadtbachstr.1","0","0.14","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6322","E312560100000000000155406RE100001",,"11010","86154","Augsburg","aeussereUferstr.61","2010","0.11","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6323","E312560100000000000158970RE100001",,"11010","86153","Augsburg","Stadtbachstr.9","2012","1.05","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6324","E312560100000000000159412RE100001",,"11010","86157","Augsburg","AugsburgerStr.0","2001","0.11","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6325","E312560100000000000159413RE100001",,"11010","86154","Augsburg","DonauwoertherStr.38","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6326","E312560100000000000159484RE100001",,"11010","86153","Augsburg","Schaefflerbachstr.26","1901","0.11","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6327","E312560100000000000159521RE100001",,"11010","86153","Augsburg","Georg-Haindl-Str.11","2011","0.04","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6328","E312560100000000000159549RE100001",,"11010","86161","Augsburg","Schuelestr.3","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6329","E312560100000000000160668RE100001",,"11010","86163","Augsburg","Lechrainstr.0","2001","3.20","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6330","E312560100000000000278232RE100001",,"11010","86167","Augsburg","Schillstr.0","0","2.50","0.00","0.00","0.00",NULL,"OPR",,,"13810",,"0","19"
"6331","E31280100000000000000030238401202",,"11009","67744","Wiesweiler","Kirchstr. 1","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"26149",,"0","39"
"6332","E31280100000000000000033011601200",,"11009","55767","Niederbrombach","Fels 21","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"21614",,"0","39"
"6333","E31280100000000340000000932101199",,"11009","55743","Idar-Oberstein","An Huestersmuehle","0","0.19","0.00","0.00","0.00",NULL,"OPR",,,"18770",,"0","39"
"6334","E31280100000000340000005337201201",,"11009","55767","Bruecken","Hottenmuehle","2010","0.02","0.00","0.00","0.00",NULL,"OPR",,,"15026",,"0","39"
"6335","E31280100000000340000005600601205",,"11009","55767","Nohen","Im Eck 9","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"21765",,"0","39"
"6336","E31280100000000340000006641301204",,"11009","55779","Heimbach","Alte Bahn 3","2001","0.07","0.00","0.00","0.00",NULL,"OPR",,,"18094",,"0","39"
"6337","E31280100000000340000006939512960",,"11009","66887","Niederalben","Christoffelsmuehle 2","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"35748",,"0","39"
"6338","E31280100000000340000007143601203",,"11009","67749","Offenbach-Hundheim","Brueckenstr. 3","0","0.04","0.00","0.00","0.00",NULL,"OPR",,,"22110",,"0","39"
"6339","E31285010000000000000003605800078",,"11009","54293","Trier","Marienfeldstr. 1","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"25092",,"0","39"
"6340","E31285010000000000000003754100076",,"11009","54296","Trier","Auf der Neuwies 11","2001","0.25","0.00","0.00","0.00",NULL,"OPR",,,"25092",,"0","39"
"6341","E31285010000000000000003754200077",,"11009","54296","Trier","Auf der Neuwies 11","2001","0.25","0.00","0.00","0.00",NULL,"OPR",,,"25092",,"0","39"
"6342","E31285010000000000000003756900074",,"11009","54293","Trier","Ramsteiner Weg 20","2001","0.25","0.00","0.00","0.00",NULL,"OPR",,,"25092",,"0","39"
"6343","E31285010000000000000003757000075",,"11009","54293","Trier","Ramsteiner Weg 20","2001","0.17","0.00","0.00","0.00",NULL,"OPR",,,"25092",,"0","39"
"6344","E31289010000000000000000102500009",,"11010","87757","Kirchheim","Muehlenweg 2","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"19299",,"0","19"
"6345","E31289010000000000000000102500026",,"11010","87757","Kirchheim","Muehlenweg 21","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"19299",,"0","19"
"6346","E31325010000000000000E00021800001",,"11006","46414","Rhede","Rheder Strasse","0","0.05","0.00","0.00","0.00",NULL,"OPR",,,"23052",,"0","29"
"6347","E31388010000100605010D00S00000018",,"11010","86825","Bad Woerishofen","Obere Muehlstr. 10 d","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"14015",,"0","19"
"6348","E31388010000100893016000S00000017",,"11010","86825","Bad Woerishofen","Schwedenstr. 16","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"14015",,"0","19"
"6349","E313880100002001000000100001S0001",,"11010","86879","Wiedergeltingen","Am Stausee 1","0","1.70","0.00","0.00","0.00",NULL,"OPR",,,"26097",,"0","19"
"6350","E31423010000000000018785010100229",,"11007","58769","Nachrodt-Wiblingwerde","Altenaerstr. 0","2010","0.40","0.00","0.00","0.00",NULL,"OPR",,,"21239",,"0","24"
"6351","E3142301SNSR000000000023994100385",,"11007","58769","Nachrodt-Wiblingwerde","Altenaerstr. 85","0","0.00","0.00","0.00","0.00",NULL,"OPR",,,"21239",,"0","24"
"6352","E31441010000100919314000S00000412",,"11009","67434","Neustadt an der Weinstrasse","Talstr. 314","2106","0.10","0.00","0.00","0.00",NULL,"OPR",,,"21564",,"0","39"
"6353","E31441010000110002000000S0020001a",,"11009","67435","Neustadt an der Weinstrasse","Fronmuehle","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"21564",,"0","39"
"6354","E31443010100413504001000E00000000",,"11008","56567","Neuwied","Im Wiedtal 1","0","0.25","0.00","0.00","0.00",NULL,"OPR",,,"21583",,"0","17"
"6355","E31494010000001631993207700000001",,"11008","35781","Kirschhofen","Zur Schleuse","2003","1.10","0.00","0.00","0.00",NULL,"OPR",,,"118809",,"0","17"
"6356","E31495010000000000060207976200000",,"11016","61440","Oberursel","Kupferhammerweg 38","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"22024",,"0","3"
"6357","E31495010000000000060208017700000",,"11012","77728","Oppenau","S1/DE/Nicht zugeordnet #","2001","0.10","0.00","0.00","0.00",NULL,"OPR",,,"22166",,"0","30"
"6358","E31495010000000000060208017800000",,"11012","77731","Willstaett","S1/DE/Nicht zugeordnet #","2001","0.56","0.00","0.00","0.00",NULL,"OPR",,,"26198",,"0","30"
"6359","E31495010000000000060208019100000",,"11012","71397","Leutenbach","In der Steige 44","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"20170",,"0","30"
"6360","E31495010000000000060208021000000",,"11012","71560","Sulzbach","Pappelstr. 19","2009","0.01","0.00","0.00","0.00",NULL,"OPR",,,"24765",,"0","30"
"6361","E31495010000000000060208021400000",,"11011","74360","Ilsfeld","Lohmuehle 1","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"18813",,"0","18"
"6362","E31495010000000000060208022100000",,"11012","71546","Aspach","Stegmuehle 1","0","0.00","0.00","0.00","0.00",NULL,"OPR",,,"13770",,"0","30"
"6363","E31495010000000000060208023000000",,"11008","56305","Puderbach","Mittelstr. 3","0","0.04","0.00","0.00","0.00",NULL,"OPR",,,"22671",,"0","17"
"6364","E31495010000000000060208023200000",,"11008","56567","Neuwied","Im Wiedtal 56","2001","0.93","0.00","0.00","0.00",NULL,"OPR",,,"21583",,"0","17"
"6365","E31495010000000000060208023800000",,"11008","65594","Runkel","Burgstr. 57","0","0.06","0.00","0.00","0.00",NULL,"OPR",,,"23429",,"0","17"
"6366","E31495010000000000060208024200000",,"11008","65599","Dornburg","Bahnhofstr. 64","2010","0.04","0.00","0.00","0.00",NULL,"OPR",,,"15763",,"0","17"
"6367","E31495010000000000060208024600000",,"11008","65627","Elbtal","Elbmuehle 0","0","0.08","0.00","0.00","0.00",NULL,"OPR",,,"16098",,"0","17"
"6368","E31495010000000000060208024900000",,"11008","65582","Diez","Aarstr. 30","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"15624",,"0","17"
"6369","E31495010000000000060208025700000",,"11008","65558","Isselbach","Muehlweg 5","2011","0.02","0.00","0.00","0.00",NULL,"OPR",,,"18879",,"0","17"
"6370","E31495010000000000060208025800000",,"11008","35792","Loehnberg","Eiselsmuehle 0","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"20341",,"0","17"
"6371","E31495010000000000060208026500000",,"11008","56370","Attenhausen","Obermuehle 0","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"13782",,"0","17"
"6372","E31495010000000000060208026700000",,"11008","65558","Flacht","Hauptstr. 2","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"16523",,"0","17"
"6373","E31495010000000000060208026800000",,"11009","65719","Hofheim","Hofheimer Str. 57","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"18477",,"0","39"
"6374","E31495010000000000060208027000000",,"11008","65627","Elbtal","Schneemuehle 0","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"16098",,"0","17"
"6375","E31495010000000000060208028100000",,"11008","56132","Dausenau","An der Schleuse 0","2001","1.20","0.00","0.00","0.00",NULL,"OPR",,,"15459",,"0","17"
"6376","E31495010000000000060208028300000",,"11008","56377","Nassau","Elisenhuette 0","2001","1.50","0.00","0.00","0.00",NULL,"OPR",,,"21260",,"0","17"
"6377","E31495010000000000060208028500000",,"11008","56133","Fachbach","Schleuse 0","2007","0.40","0.00","0.00","0.00",NULL,"OPR",,,"16411",,"0","17"
"6378","E31495010000000000060208028600000",,"11008","56112","Lahnstein","Ahlerhof 0","2001","0.74","0.00","0.00","0.00",NULL,"OPR",,,"19857",,"0","17"
"6379","E31495010000000000060208028700000",,"11008","56379","Doernberg","Am Kraftwerk 0","2001","1.26","0.00","0.00","0.00",NULL,"OPR",,,"15697",,"0","17"
"6380","E31495010000000000060208028900000",,"11008","56112","Lahnstein","Hohenrhein 0","2001","1.26","0.00","0.00","0.00",NULL,"OPR",,,"19857",,"0","17"
"6381","E31495010000000000060208030900000",,"11009","65439","Floersheim","Obermuehle 0","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"16545",,"0","39"
"6382","E31495010000000000060208031100000",,"11008","65627","Elbtal","Frickhofener Str. 0/ZAS","2002","0.04","0.00","0.00","0.00",NULL,"OPR",,,"16098",,"0","17"
"6383","E31495010000000000060208032900000",,"11016","61440","Oberursel","Altkoenigstr. 0","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"22024",,"0","3"
"6384","E31495010000000000060208034100000",,"11012","71576","Burgstetten","Muehlstr. 37","2004","0.06","0.00","0.00","0.00",NULL,"OPR",,,"15213",,"0","30"
"6385","E31495010000000000060208034300000",,"11012","71737","Kirchberg","Muehlweg 1","0","0.17","0.00","0.00","0.00",NULL,"OPR",,,"19265",,"0","30"
"6386","E31495010000000000060208035600000",,"11011","71686","Remseck","Muehlstr. 31","2008","0.09","0.00","0.00","0.00",NULL,"OPR",,,"22991",,"0","18"
"6387","E31495010000000000060208035700000",,"11012","71570","Oppenweiler","Bernhalden 1","2005","0.04","0.00","0.00","0.00",NULL,"OPR",,,"22168",,"0","30"
"6388","E31495010000000000060208036300000",,"11012","71522","Backnang","Talstr. 1","2006","0.03","0.00","0.00","0.00",NULL,"OPR",,,"13859",,"0","30"
"6389","E31495010000000000060208037100000",,"11012","71540","Murrhardt","Lutzensaegmuehle 0","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"21227",,"0","30"
"6390","E31495010000000000060208037400000",,"11012","71364","Winnenden","Rothenbuehl 0","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"26249",,"0","30"
"6391","E31495010000000000060208038700000",,"11008","35799","Merenberg","Schulstr. 56","2005","0.02","0.00","0.00","0.00",NULL,"OPR",,,"20837",,"0","17"
"6392","E31495010000000000060208039400000",,"11009","65719","Hofheim","Schlagmuehle 0","2003","0.01","0.00","0.00","0.00",NULL,"OPR",,,"18477",,"0","39"
"6393","E31495010000000000060208039700000",,"11008","65594","Runkel","Hofener Muehle 0","2006","0.01","0.00","0.00","0.00",NULL,"OPR",,,"23429",,"0","17"
"6394","E31495010000000000060208040200000",,"11008","65589","Hadamar","Hirsenmuehle 0","2112","0.04","0.00","0.00","0.00",NULL,"OPR",,,"17739",,"0","17"
"6395","E31495010000000000060208040500000",,"11008","65589","Hadamar","Lochmuehle 0","2012","0.05","0.00","0.00","0.00",NULL,"OPR",,,"17739",,"0","17"
"6396","E31495010000000000060208041200000",,"11009","65326","Aarbergen","Limburger Str. 1","2012","0.03","0.00","0.00","0.00",NULL,"OPR",,,"13354",,"0","39"
"6397","E31495010000000000060208041300000",,"11008","65589","Hadamar","Roemisch-Aumuehle 0","2011","0.03","0.00","0.00","0.00",NULL,"OPR",,,"17739",,"0","17"
"6398","E31495010000000000060208041900000",,"11008","35792","Loehnberg","Weilburger Str. 1","2001","0.32","0.00","0.00","0.00",NULL,"OPR",,,"20341",,"0","17"
"6399","E31495010000000000060208042600000",,"11009","65719","Hofheim","Neue Burgstr. 14","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"18477",,"0","39"
"6400","E31495010000000000060208043400000",,"11008","65582","Diez","Koblenzer Str. 24/A","2001","0.80","0.00","0.00","0.00",NULL,"OPR",,,"15624",,"0","17"
"6401","E31495010000000000060208043900000",,"11008","65589","Hadamar","Hammerweg 0","0","0.10","0.00","0.00","0.00",NULL,"OPR",,,"17739",,"0","17"
"6402","E31495010000000000060208044100000",,"11008","65589","Hadamar","Muehlenhof 0","0","0.06","0.00","0.00","0.00",NULL,"OPR",,,"17739",,"0","17"
"6403","E31495010000000000060208044200000",,"11008","65594","Runkel","Am Schlossersgraben 0","0","0.07","0.00","0.00","0.00",NULL,"OPR",,,"23429",,"0","17"
"6404","E31495010000000000060208046300000",,"11008","56377","Nassau","Koppelheck 0","2001","1.20","0.00","0.00","0.00",NULL,"OPR",,,"21260",,"0","17"
"6405","E31495010000000000060208047200000",,"11012","71570","Oppenweiler","Rueflensmuehle 4","0","0.04","0.00","0.00","0.00",NULL,"OPR",,,"22168",,"0","30"
"6406","E31495010000000000060208047300000",,"11009","65307","Bad Schwalbach","Aarstr. 0","2012","0.05","0.00","0.00","0.00",NULL,"OPR",,,"13990",,"0","39"
"6407","E31495010000000000060208047500000",,"11008","65606","Villmar","Lahnstr. 0","0","0.09","0.00","0.00","0.00",NULL,"OPR",,,"25410",,"0","17"
"6408","E31495010000000000060208117300000",,"11008","53547","Hausen","In der Au 860","2001","0.10","0.00","0.00","0.00",NULL,"OPR",,,"17997",,"0","17"
"6409","E31495010000000000060208117500000",,"11009","65388","Schlangenbad","Muehlenhof 0","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"23729",,"0","39"
"6410","E31495010000000000060214930300000",,"11017","63801","Kleinostheim","Am Lachweg #","2001","0.00","0.00","0.00","0.00",NULL,"OPR",,,"19406",,"0","33"
"6411","E31495010000000000060224384300000",,"11008","65589","Hadamar","Mittelziegenfurther Muehle 0","2012","0.06","0.00","0.00","0.00",NULL,"OPR",,,"17739",,"0","17"
"6412","E31495010000000000060225785800000",,"11011","71720","Oberstenfeld","Buchenstr. 1120","2011","0.00","0.00","0.00","0.00",NULL,"OPR",,,"22008",,"0","18"
"6413","E3151301WAS0000000000000000100095",,"11007","48291","Telgte","Haus Langen 1","2012","0.04","0.00","0.00","0.00",NULL,"OPR",,,"24873",,"0","24"
"6414","E3151301WAS0000000000000000200096",,"11007","48291","Telgte","Emstor 5","0","0.07","0.00","0.00","0.00",NULL,"OPR",,,"24873",,"0","24"
"6415","E31627010001100114100400002S00001",,"11010","89407","Donaualtheim","Heinr.v.-Altheim-Str. 40","2011","0.02","0.00","0.00","0.00",NULL,"OPR",,,"140151",,"0","19"
"6416","E31627010001200122800030001S00001",,"11010","89407","Schretzheim","An der Muehlhecke 3","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"140155",,"0","19"
"6417","E31627010001200127200100001S00001",,"11010","89407","Schretzheim","Guilleaumestr. 10","2010","0.05","0.00","0.00","0.00",NULL,"OPR",,,"140155",,"0","19"
"6418","E31627010001500150700310003S00001",,"11010","89407","Steinheim","Hofmuehlenweg 31","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"140156",,"0","19"
"6419","E31627010001500151300010003S00001",,"11010","89407","Steinheim","Kirchstr. 1","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"140156",,"0","19"
"6420","E31654000000000000000031683600957",,"11009","66620","Nonnweiler",,"0","0.50","0.00","0.00","0.00",NULL,"OPR",,,"21773",,"0","39"
"6421","E31654010000000000000031691700930",,"11009","66809","Nalbach",,"2001","0.44","0.00","0.00","0.00",NULL,"OPR",,,"21253",,"0","39"
"6422","E31654010000000000000031749300929",,"11009","66636","Tholey","Hasborner Str. 11","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"24954",,"0","39"
"6423","E31654010000000000000031752300927",,"11009","66780","Rehlingen-Siersburg","Zur Wackenmuehle 7","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22900",,"0","39"
"6424","E31654010000000000000031880100926",,"11009","66839","Schmelz","Huettersdorfer Str. 29","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"23788",,"0","39"
"6425","E3165401R1H6409000000000017900956",,"11009","66620","Nonnweiler",,"2001","0.31","0.00","0.00","0.00",NULL,"OPR",,,"21773",,"0","39"
"6426","E3165401R1H6478000000000040500928",,"11009","66620","Nonnweiler",,"2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"21773",,"0","39"
"6427","E3165401R1H6780000000000040400960",,"11009","66620","Nonnweiler",,"1907","0.53","0.00","0.00","0.00",NULL,"OPR",,,"21773",,"0","39"
"6428","E3165401R1I5287000000000039600955",,"11009","66740","Lisdorf",,"0","1.20","0.00","0.00","0.00",NULL,"OPR",,,"23460",,"0","39"
"6429","E3167501DE00723466879S00030500001",,"11009","66879","Niedermohr","Katzenbacher Str.","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"21654",,"0","39"
"6430","E31757000000000000009000110200004",,"11006","42659","Solingen / Graefrath","Auer Kotten 41","0","0.34","0.00","0.00","0.00",NULL,"OPR",,,"24338",,"0","29"
"6431","E31757000000000000009000110300003",,"11006","42659","Solingen / Dorp","Muengstener Brueckenweg 35 / 15","1904","0.16","0.00","0.00","0.00",NULL,"OPR",,,"24338",,"0","29"
"6432","E31757000000000000009000232800005",,"11006","42659","Solingen / Dorp","Odentaler Weg 223 / 5","0","0.00","0.00","0.00","0.00",NULL,"OPR",,,"24338",,"0","29"
"6433","E31757000000000000009000511000001",,"11006","42659","Solingen / Burg","Strohnerhoeh 3S / 80","2001","0.50","0.00","0.00","0.00",NULL,"OPR",,,"24338",,"0","29"
"6434","E31757000000000000009000511000002",,"11006","42659","Solingen / Burg","Strohnerhoeh 3S / 80","0","0.07","0.00","0.00","0.00",NULL,"OPR",,,"24338",,"0","29"
"6435","E31774015100000000000010510200010",,"11007","59065","Hamm","An der Schleuse 0","2009","0.48","0.00","0.00","0.00",NULL,"OPR",,,"17848",,"0","24"
"6436","E3177404S2575H0000A02S00000000010",,"11007","58708","Menden","Provinzialstr.","2001","1.07","0.00","0.00","0.00",NULL,"OPR",,,"20820",,"0","24"
"6437","E3177404S2575H3000A03S000EWF00010",,"11007","58708","Menden","Provinzialstr. 300","0","0.27","0.00","0.00","0.00",NULL,"OPR",,,"20820",,"0","24"
"6438","E3177404S2612H0020A05S00000000010",,"11007","58739","Wickede","Hauptstr. 2","2001","1.51","0.00","0.00","0.00",NULL,"OPR",,,"26081",,"0","24"
"6439","E3177404S2612H0020A09S00000000010",,"11007","58739","Wickede","Hauptstr. 2","2001","1.20","0.00","0.00","0.00",NULL,"OPR",,,"26081",,"0","24"
"6440","E317810100000000000013555SXX00001",,"11006","42369","Wuppertal","Talsperrenstrasse","0","0.00","0.00","0.00","0.00",NULL,"OPR",,,"26488",,"0","29"
"6441","E317810100000009052680215S0400001",,"11006","42399","Wuppertal","Am Wupperstollen","2001","0.47","0.00","0.00","0.00",NULL,"OPR",,,"26488",,"0","29"
"6442","E31788010000000000000000012500008",,"11006","41515","Schlossstr.","Schlossstr.","0","0.07","0.00","0.00","0.00",NULL,"OPR",,,"17352",,"0","29"
"6443","E31788010000000000000002381700009",,"11006","41516","Am Wehr","Am Wehr","2001","0.07","0.00","0.00","0.00",NULL,"OPR",,,"17352",,"0","29"
"6444","E31788010000000000000004211800014",,"11006","41366","Muelrather Muehle","Muelrather Muehle","2001","0.00","0.00","0.00","0.00",NULL,"OPR",,,"24008",,"0","29"
"6445","E317910148157SNSR0000000000106002",,"11007","48157","Muenster","Havichhorster Muehle 96","0","0.11","0.00","0.00","0.00",NULL,"OPR",,,"21196",,"0","24"
"6446","E317910148157SNSR0000000000257512",,"11007","48157","Muenster","Dyckburgstrasse 440","2010","0.09","0.00","0.00","0.00",NULL,"OPR",,,"21196",,"0","24"
"6447","E318060186984S0000000000000001546",,"11018","86984","Prem","Schwerblmuehle","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"22608",,"0","12"
"6448","E318060187435S0000000000000001280",,"11010","87437","Kempten","Fabrikstr.","2006","2.88","0.00","0.00","0.00",NULL,"OPR",,,"19199",,"0","19"
"6449","E318060187435V0000000000000000002",,"11010","87435","Kempten","Illerstr.","0","1.05","0.00","0.00","0.00",NULL,"OPR",,,"19199",,"0","19"
"6450","E318060187435V0200000000020010201",,"11010","87435","Kempten","Keselstr.","2010","2.77","0.00","0.00","0.00",NULL,"OPR",,,"19199",,"0","19"
"6451","E31806018743700200000000020001639",,"11010","87437","Kempten","Fuessener Str.","0","0.85","0.00","0.00","0.00",NULL,"OPR",,,"19199",,"0","19"
"6452","E318060187437S0000000000000001251",,"11010","87437","Kempten","Ludwigstr.","2009","0.60","0.00","0.00","0.00",NULL,"OPR",,,"19199",,"0","19"
"6453","E318060187437S0000000000000001277",,"11010","87437","Kempten","Weidachsmuehle","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"19199",,"0","19"
"6454","E318060187439S0000000000000001242",,"11010","87439","Kempten","Hohenrad","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"19199",,"0","19"
"6455","E318060187439TECH1000000000006312",,"11010","87439","Kempten","Bezachmuehle","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"19199",,"0","19"
"6456","E318060187448S0000000000000001596",,"11010","87448","Sulzberg","Illerstr.","2001","1.72","0.00","0.00","0.00",NULL,"OPR",,,"25653",,"0","19"
"6457","E318060187448S0000000000000001602",,"11010","87448","Waltenhofen","Rieggis","2009","0.01","0.00","0.00","0.00",NULL,"OPR",,,"25653",,"0","19"
"6458","E318060187448S0000000000000001618",,"11010","87448","Waltenhofen","Sonderter Weg","0","0.65","0.00","0.00","0.00",NULL,"OPR",,,"25653",,"0","19"
"6459","E318060187452S0000000000000001291",,"11010","87452","Altusried","Im Tal","2001","0.00","0.00","0.00","0.00",NULL,"OPR",,,"13640",,"0","19"
"6460","E318060187463S0000000000000001383",,"11010","87463","Dietmannsried","Im Gfaell","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"15617",,"0","19"
"6461","E318060187466V0000000000000000003",,"11010","87466","Oy-Mittelberg","Gruentenseestr.","0","1.17","0.00","0.00","0.00",NULL,"OPR",,,"22281",,"0","19"
"6462","E318060187474S0000000000000001344",,"11010","87474","Buchenberg","Masers","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"15079",,"0","19"
"6463","E318060187474S0000000000000001361",,"11010","87474","Buchenberg","Stockach","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"15079",,"0","19"
