"ror_nr","ror_unit","ror_plant","region_id","zip","city","street","year","Pinst","efactor","head","total_flow","flo_river_ror","status","company","turbtype","geodbid","river","river_km","level_meter"
"6464","E318060187474S0000000000000001364",,"11010","87474","Buchenberg","Tobelsaege","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"15079",,"0","19"
"6465","E318060187477S0000000000000001582",,"11010","87477","Sulzberg","Rottachsee","2001","0.45","0.00","0.00","0.00",NULL,"OPR",,,"24770",,"0","19"
"6466","E31806018748000200000000020005805",,"11010","87480","Weitnau","Im Kreuztal","2012","0.05","0.00","0.00","0.00",NULL,"OPR",,,"25898",,"0","19"
"6467","E318060187480S0000000000000001639",,"11010","87480","Weitnau","Klausenmuehle","2004","0.14","0.00","0.00","0.00",NULL,"OPR",,,"25898",,"0","19"
"6468","E318060187487S0000000000000001675",,"11010","87487","Wiggensbach","Braunen","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"26155",,"0","19"
"6469","E318060187487S0000000000000001679",,"11010","87487","Wiggensbach","Oberkuernach","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"26155",,"0","19"
"6470","E318060187487S0000000000000001686",,"11010","87487","Wiggensbach","Unterkuernach","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"26155",,"0","19"
"6471","E318060187491S0000000000000002846",,"11006","87491","Jungholz","Jungholz","0","0.20","0.00","0.00","0.00",NULL,"OPR",,,"0",,"0","29"
"6472","E318060187493S0000000000000001493",,"11010","87493","Lauben","Graebelesmuehle","2001","0.08","0.00","0.00","0.00",NULL,"OPR",,,"19992",,"0","19"
"6473","E318060187494S0000000000000001563",,"11010","87494","Rueckholz","Batzengschwenden","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"23390",,"0","19"
"6474","E318060187497S0000000000000001656",,"11010","87497","Wertach","Langgasse","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"25996",,"0","19"
"6475","E318060187497S0000000000000001664",,"11010","87497","Wertach","Pfeiffermuehle","2008","0.04","0.00","0.00","0.00",NULL,"OPR",,,"25996",,"0","19"
"6476","E318060187497S0000000000000001667",,"11010","87497","Wertach","Untere Muehle","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"25996",,"0","19"
"6477","E318060187499S0000000000000001693",,"11010","87499","Wildpoldsried","Dorfmuehlstr.","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"26173",,"0","19"
"6478","E318060187499S0000000000000001702",,"11010","87499","Wildpoldsried","Moosmuehle","2007","0.01","0.00","0.00","0.00",NULL,"OPR",,,"26173",,"0","19"
"6479","E318060187499TECH1000000020000363",,"11010","87499","Wildpoldsried","Wolkenberg","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"26173",,"0","19"
"6480","E31806018750900200000000020002853",,"11010","87509","Immenstadt","Lindauer Str.","0","0.13","0.00","0.00","0.00",NULL,"OPR",,,"18822",,"0","19"
"6481","E318060187509S0000000000000001475",,"11010","87509","Immenstadt","Gottesackerstr.","0","0.80","0.00","0.00","0.00",NULL,"OPR",,,"18822",,"0","19"
"6482","E318060187509S0000000000000001481",,"11010","87509","Immenstadt","Kalvarienbergstr.","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"18822",,"0","19"
"6483","E318060187509S0000000000000001486",,"11010","87509","Immenstadt","Ratholz","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"18822",,"0","19"
"6484","E31806018752700000000000000000073",,"11010","87527","Sonthofen","An der Iller","0","0.16","0.00","0.00","0.00",NULL,"OPR",,,"24370",,"0","19"
"6485","E31806018752700000000000000000086",,"11010","87527","Sonthofen","Falkenstr.","2001","0.21","0.00","0.00","0.00",NULL,"OPR",,,"24370",,"0","19"
"6486","E31806018752719000000000000000075",,"11010","87527","Sonthofen","Zainschmiedeweg","0","0.04","0.00","0.00","0.00",NULL,"OPR",,,"24370",,"0","19"
"6487","E31806018752719000000000000000076",,"11010","87527","Sonthofen","Salzweg","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"24370",,"0","19"
"6488","E31806018752719000000000000000077",,"11010","87527","Sonthofen","Burgbergstr.","0","0.06","0.00","0.00","0.00",NULL,"OPR",,,"24370",,"0","19"
"6489","E31806018752719000000000000000078",,"11010","87527","Sonthofen","Fluhensteinweg","0","0.06","0.00","0.00","0.00",NULL,"OPR",,,"24370",,"0","19"
"6490","E31806018752719000000000000026366",,"11010","87527","Sonthofen","Dammweg","0","0.36","0.00","0.00","0.00",NULL,"OPR",,,"24370",,"0","19"
"6491","E318060187527S0000000000000001528",,"11010","87527","Ofterschwang","Sigiswang","2001","0.14","0.00","0.00","0.00",NULL,"OPR",,,"22119",,"0","19"
"6492","E318060187538S0000000000000001427",,"11010","87538","Fischen","Grundbachweg","0","0.10","0.00","0.00","0.00",NULL,"OPR",,,"16516",,"0","19"
"6493","E318060187538S0000000000000001525",,"11010","87538","Obermaiselstein","Passstr.","2001","0.40","0.00","0.00","0.00",NULL,"OPR",,,"21935",,"0","19"
"6494","E318060187538TECH1000000000072701",,"11010","87538","Obermaiselstein","Am Goldbach","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"21935",,"0","19"
"6495","E31806018754100000000000000000167",,"11010","87541","Bad Hindelang","Talstr.","2001","0.23","0.00","0.00","0.00",NULL,"OPR",,,"13927",,"0","19"
"6496","E318060187541V0000000000000000001",,"11010","87541","Bad Hindelang","Bruck","2001","1.42","0.00","0.00","0.00",NULL,"OPR",,,"13927",,"0","19"
"6497","E31806018754400000000000020001730",,"11010","87544","Blaichach","Schwanden","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"14572",,"0","19"
"6498","E318060187544S0000000000000001316",,"11010","87544","Blaichach","Im Grund","2001","0.32","0.00","0.00","0.00",NULL,"OPR",,,"14572",,"0","19"
"6499","E318060187544S0000000000000001317",,"11010","87544","Blaichach","Sonthofener Str.","2001","1.80","0.00","0.00","0.00",NULL,"OPR",,,"14572",,"0","19"
"6500","E318060187544S0000000000000001321",,"11010","87544","Blaichach","Autalweg","2003","0.02","0.00","0.00","0.00",NULL,"OPR",,,"14572",,"0","19"
"6501","E318060187544S0000000000000001322",,"11010","87544","Blaichach","Talstr.","2001","0.40","0.00","0.00","0.00",NULL,"OPR",,,"14572",,"0","19"
"6502","E318060187544V0000000000000001324",,"11010","87544","Blaichach","Am Aubach","2001","0.15","0.00","0.00","0.00",NULL,"OPR",,,"14572",,"0","19"
"6503","E318060187545TECH1000000000000091",,"11010","87545","Burgberg","Gruentenstr.","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"15176",,"0","19"
"6504","E318060187547S0000000000000001503",,"11010","87547","Missen","Am Freibad","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"20955",,"0","19"
"6505","E318060187547S0000000000000001511",,"11010","87547","Missen","Kirchweg","2001","0.03","0.00","0.00","0.00",NULL,"OPR",,,"20955",,"0","19"
"6506","E31806018756100200000000020001637",,"11010","87561","Oberstdorf","Oberstdorfer Str.","0","0.14","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6507","E31806018756101000000000000010256",,"11010","87561","Oberstdorf","Birgsau","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6508","E31806018756101000000000000010298",,"11010","87561","Oberstdorf","Am Kuehberg","2001","0.12","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6509","E31806018756101000000000000011027",,"11010","87561","Oberstdorf","Grubenweg","0","0.22","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6510","E31806018756101000000000000011030",,"11010","87561","Oberstdorf","An der Stillach","2012","0.08","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6511","E31806018756101000000000000011031",,"11010","87561","Oberstdorf","Dietersberg","2001","0.18","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6512","E31806018756101000000000000011032",,"11010","87561","Oberstdorf","Spielmannsau","2006","0.07","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6513","E31806018756101000000000000011033",,"11010","87561","Oberstdorf","Enzenspergerweg","0","0.12","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6514","E31806018756101000000000000011284",,"11010","87561","Oberstdorf","Nebelhornstr.","0","0.32","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6515","E31806018756101000000000000011343",,"11010","87561","Oberstdorf","Trettachstr.","2001","0.36","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6516","E31806018756101400000000000000480",,"11010","87561","Oberstdorf","Einoedsbach","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6517","E318060187561S0000000000000001527",,"11010","87561","Oberstdorf","Oberstdorfer Str.","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"22005",,"0","19"
"6518","E318060187642S0000000000000001454",,"11010","87642","Halblech","Stockingen","2005","0.90","0.00","0.00","0.00",NULL,"OPR",,,"17806",,"0","19"
"6519","E318060187645V0000000000000000001",,"11010","87645","Schwangau","Forchenweg","0","4.99","0.00","0.00","0.00",NULL,"OPR",,,"24018",,"0","19"
"6520","E318060187657TECH1000000000054744",,"11010","87657","Goerisried","Waldbachstr.","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"17154",,"0","19"
"6521","E318060188167S0000000000000001442",,"11010","88167","Gruenenbach","Schuettentobel","2004","0.06","0.00","0.00","0.00",NULL,"OPR",,,"17622",,"0","19"
"6522","E318060188167S0000000000000001443",,"11010","88167","Gruenenbach","Schuettentobel","2001","0.19","0.00","0.00","0.00",NULL,"OPR",,,"17622",,"0","19"
"6523","E318060188299S0000000000000001502",,"11012","88299","Leutkirch","Schmidsfelden","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"20178",,"0","30"
"6524","E31816019900000000000000000100221",,"11008","53937","Schleiden","Luxemburger Strasse 16","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"23742",,"0","17"
"6525","E31816019900000000000000000300222",,"11008","52396","Heimbach","Heimbach","2001","0.75","0.00","0.00","0.00",NULL,"OPR",,,"18093",,"0","17"
"6526","E31816019900000000000000001100223",,"11008","53940","Hellenthal","Hellenthal","2001","1.45","0.00","0.00","0.00",NULL,"OPR",,,"18132",,"0","17"
"6527","E31816019900000000004253615200220",,"11008","53894","Mechernich","Hauserbachstrasse 4","2009","0.00","0.00","0.00","0.00",NULL,"OPR",,,"20736",,"0","17"
"6528","E3181701EIN0000000000014130400203",,"11006","51381","Leverkusen","Rosenthal 1","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"20180",,"0","29"
"6529","E3181703-ALTE_GARTEN_20-----00001",,"11006","51371","Leverkusen","Alte Garten 20","2001","0.30","0.00","0.00","0.00",NULL,"OPR",,,"20180",,"0","29"
"6530","E3181703-Berliner-Str_114---00005",,"11006","51377","Leverkusen","Berliner Strasse 114","0","0.02","0.00","0.00","0.00",NULL,"OPR",,,"20180",,"0","29"
"6531","E3181703-FREUDENTHAL_A------00003",,"11006","51375","Leverkusen","Freudenthal","2011","0.04","0.00","0.00","0.00",NULL,"OPR",,,"20180",,"0","29"
"6532","E3181703-FREUDENTHAL_B------00004",,"11006","51375","Leverkusen","Freudenthal","2011","0.04","0.00","0.00","0.00",NULL,"OPR",,,"20180",,"0","29"
"6533","E3181703-OLOF-PALME-STR_9---00002",,"11006","51371","Leverkusen","Olof-Palme-Str.9","0","0.07","0.00","0.00","0.00",NULL,"OPR",,,"20180",,"0","29"
"6534","E31837020000000000000500000600004",,"11008","52349","Dueren","August-Klotz-Strasse 23","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"15868",,"0","17"
"6535","E31837020000000000000500001100005",,"11008","52355","Dueren","Auf dem Hammer 3","0","0.05","0.00","0.00","0.00",NULL,"OPR",,,"15868",,"0","17"
"6536","E31848010000000000000007132801905",,"11006","51491","Overath","Suelztalstrasse 27-31","2001","0.16","0.00","0.00","0.00",NULL,"OPR",,,"22276",,"0","29"
"6537","E31848010000000000000007506451905",,"11007","51674","Wiehl","Derschlager Str. 2","0","0.11","0.00","0.00","0.00",NULL,"OPR",,,"26104",,"0","24"
"6538","E3184801V000000000000007869231929",,"11007","51645","Gummersbach","Aggertalstr. 901Z","2012","2.30","0.00","0.00","0.00",NULL,"OPR",,,"17682",,"0","24"
"6539","E3184801V000000000000007870981929",,"11007","51645","Gummersbach","Aggertalstr. 901Z","2012","0.32","0.00","0.00","0.00",NULL,"OPR",,,"17682",,"0","24"
"6540","E31863010000000000000012435400001",,"11006","58256","Ennepetal","Peddenoede","2004","0.03","0.00","0.00","0.00",NULL,"OPR",,,"16223",,"0","29"
"6541","E31863010000000000000012436300001",,"11006","58256","Ennepetal","Heilenbecker Strasse","1906","0.02","0.00","0.00","0.00",NULL,"OPR",,,"16223",,"0","29"
"6542","E31863010000000000000012705200001",,"11006","45525","Hattingen","Schleusenstrasse","0","0.15","0.00","0.00","0.00",NULL,"OPR",,,"17970",,"0","29"
"6543","E31863010000000000000013026100001",,"11006","58256","Ennepetal","Huelsenbecke","2007","0.00","0.00","0.00","0.00",NULL,"OPR",,,"16223",,"0","29"
"6544","E31863010000000000000013498100001",,"11006","58339","Breckerfeld","An der Walkmuehle","0","0.40","0.00","0.00","0.00",NULL,"OPR",,,"14880",,"0","29"
"6545","E31905010000000000000004801600000",,"11007","58515","Luedenscheid","Volmestr. 24","0","0.04","0.00","0.00","0.00",NULL,"OPR",,,"20450",,"0","24"
"6546","E31905010000000000000004875100000",,"11007","58515","Luedenscheid","Treckinghauserstr. 36","2001","0.40","0.00","0.00","0.00",NULL,"OPR",,,"20450",,"0","24"
"6547","E31905010000000000000741000100000",,"11007","58091","Hagen","Delsterner Str. 130","2001","0.12","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6548","E31905010000000000017410360100000",,"11007","58566","Kierspe","Hagener Str. 3","2007","0.02","0.00","0.00","0.00",NULL,"OPR",,,"19240",,"0","24"
"6549","E31905010000000000017410370100000",,"11007","58566","Kierspe","Hagener Str.   3","2007","0.02","0.00","0.00","0.00",NULL,"OPR",,,"19240",,"0","24"
"6550","E31905010000000000017415600100000",,"11007","58762","Altena","Werdohler Str. 72","2001","0.35","0.00","0.00","0.00",NULL,"OPR",,,"13547",,"0","24"
"6551","E31905010000000000017416040100000",,"11007","58553","Halver","Heesfelder Muehle 2","2001","0.01","0.00","0.00","0.00",NULL,"OPR",,,"17830",,"0","24"
"6552","E31905010000000000017416340100000",,"11007","58762","Altena","Werdohler Str. 72","2001","0.35","0.00","0.00","0.00",NULL,"OPR",,,"13547",,"0","24"
"6553","E31905010000000000017711270100000",,"11007","58553","Halver","Buechermuehle   1","2011","0.01","0.00","0.00","0.00",NULL,"OPR",,,"17830",,"0","24"
"6554","E31905010000000000018186560100000",,"11007","58566","Kierspe","Schleipe 3","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"19240",,"0","24"
"6555","E31905010000000000018186570100000",,"11007","58566","Kierspe","Schleipe   3","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"19240",,"0","24"
"6556","E31905010000000000018375450100000",,"11007","58553","Halver","Loehrmuehle 2","2105","0.00","0.00","0.00","0.00",NULL,"OPR",,,"17830",,"0","24"
"6557","E31905010000000000018647920100000",,"11007","58540","Meinerzhagen","Listerhof 2","2003","0.01","0.00","0.00","0.00",NULL,"OPR",,,"20784",,"0","24"
"6558","E31905010000000000018775550100000",,"11007","58791","Werdohl","Im Ohl","2001","0.49","0.00","0.00","0.00",NULL,"OPR",,,"25969",,"0","24"
"6559","E31905010000000000018775560100000",,"11007","58791","Werdohl","Im Ohl 0","2001","0.49","0.00","0.00","0.00",NULL,"OPR",,,"25969",,"0","24"
"6560","E31905010000000000018785000100000",,"11007","58769","Nachrodt-Wiblingwerde","Altenaer Str.","2010","0.40","0.00","0.00","0.00",NULL,"OPR",,,"21239",,"0","24"
"6561","E31905010000000000018794820100000",,"11007","58762","Altena","Fuelbecker Str. 999","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"13547",,"0","24"
"6562","E31905010000000000020301049000000",,"11007","58553","Halver","Volmestrasse 46","0","0.05","0.00","0.00","0.00",NULL,"OPR",,,"17830",,"0","24"
"6563","E31905010000000000020302950100000",,"11007","58553","Halver","Volmestr.  46","0","0.05","0.00","0.00","0.00",NULL,"OPR",,,"17830",,"0","24"
"6564","E31905010000000000020305700100000",,"11007","58099","Hagen","Ruhrtalstr. 29","2001","0.68","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6565","E31905010000000000020305710100000",,"11007","58091","Hagen","Lueckoege 1","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6566","E31905010000000000020305740100000",,"11007","58091","Hagen","Osemundstr. 1","2001","0.11","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6567","E31905010000000000020305750100000",,"11007","58091","Hagen","Delsterner Str. 148","2004","0.05","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6568","E31905010000000000020305760100000",,"11007","58091","Hagen","Buehrener Weg 1","2001","0.25","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6569","E31905010000000000020305800100000",,"11007","58091","Hagen","Delsterner Str. 130","2001","0.12","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6570","E31905010000000000020307530100000",,"11007","58135","Hagen","Hammerstr. 10","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6571","E31905010000000000020307570100000",,"11007","58091","Hagen","Selbecker Str. 213","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6572","E31905010000000000020308220100000",,"11007","58553","Halver","Buechermuehle 1","2011","0.01","0.00","0.00","0.00",NULL,"OPR",,,"17830",,"0","24"
"6573","E31905010000000000020308460100000",,"11007","58091","Hagen","Delsterner Str. 148 A","2004","0.05","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6574","E31905010000000000020308550100000",,"11007","58840","Plettenberg","Am Obergraben 1","2008","0.55","0.00","0.00","0.00",NULL,"OPR",,,"22501",,"0","24"
"6575","E31905010000000000020308560100000",,"11007","58840","Plettenberg","Am Obergraben   1","2001","0.55","0.00","0.00","0.00",NULL,"OPR",,,"22501",,"0","24"
"6576","E31905010000000000020308700100000",,"11007","58091","Hagen","Osemundstr.   1","2001","0.11","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6577","E31905010000000000020311110100000",,"11007","58091","Hagen","Lueckoege","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6578","E31905010000000000020312080100000",,"11007","58099","Hagen","Ruhrtalstr.  29","2001","0.68","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6579","E31905010000000000020312090100000",,"11007","58091","Hagen","Buehrener Weg   1","2001","0.25","0.00","0.00","0.00",NULL,"OPR",,,"17755",,"0","24"
"6580","E31905010000000000020313330100000",,"11007","58791","Werdohl","An der Bundesstr. 236","2001","0.48","0.00","0.00","0.00",NULL,"OPR",,,"25969",,"0","24"
"6581","E31905010000000000020314350100000",,"11007","58762","Altena","Fuelbecker Str. 999","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"13547",,"0","24"
"6582","E31905010000000000020402440100000",,"11007","58791","Werdohl","Wilhelmsthal","2001","1.20","0.00","0.00","0.00",NULL,"OPR",,,"25969",,"0","24"
"6583","E31905010000000000020403610100000",,"11007","58791","Werdohl","Gewerbestr. 998","2001","1.30","0.00","0.00","0.00",NULL,"OPR",,,"25969",,"0","24"
"6584","E31905010000000000020403620100000",,"11007","58840","Plettenberg","Siesel 998","2001","1.20","0.00","0.00","0.00",NULL,"OPR",,,"22501",,"0","24"
"6585","E31905010000000000020403640100000",,"11007","58791","Werdohl","Wilhelmsthal 999","2001","1.20","0.00","0.00","0.00",NULL,"OPR",,,"25969",,"0","24"
"6586","E31905010000000000020420340100000",,"11007","58791","Werdohl","An der Bundesstr. 236","2001","0.48","0.00","0.00","0.00",NULL,"OPR",,,"25969",,"0","24"
"6587","E31905010000000000100000189900000",,"11007","58553","Halver","Nieder Buschhausen 999","0","0.01","0.00","0.00","0.00",NULL,"OPR",,,"17830",,"0","24"
"6588","E31905010000000000100000475100000",,"11007","58579","Schalksmuehle","Gloerstr.","0","0.08","0.00","0.00","0.00",NULL,"OPR",,,"23614",,"0","24"
"6589","E31905010000000000100000821300000",,"11007","58791","Werdohl","uetterlingser Str. 1","2009","0.38","0.00","0.00","0.00",NULL,"OPR",,,"25969",,"0","24"
"6590","E31905010000000000100000985200000",,"11007","58540","Meinerzhagen","Fuerwiggetalsperre 1","2006","0.03","0.00","0.00","0.00",NULL,"OPR",,,"20784",,"0","24"
